id,org_name,event_name,event_description,event_start_date,event_end_date,days_of_week,start_time,end_time,more_info,fee,admission_price,site_location_name,event_photo,events_category,age_group_eligibility_tags,race_ethnicity_eligibility_tags,special_needs_eligibility_tags,sogi_eligibility_tags,language_eligibility_tags,site_address,site_phone,site_email,latitude,longitude,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
41221_rpd,SF Rec Park,Rec and Parkour,"Parkour builds physical and mental strength using only your environment and body so that you can move more quickly, confidently, and creatively. This class utilizes indoor and outdoor environments to teach the fundamentals or gives you a space to sharpen them if you already have a little experience. All you need is athletic shoes and a bottle of water.",2026/01/17 12:00:00 AM,2026/02/07 12:00:00 AM,Sa,12:30:00,13:30:00,sfrecpark.org/register,True,,GLEN CANYON REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,70 Elk St,(415) 337-4705,,37.736199000001,-122.440045500002,POINT (-122.4400455 37.736199),Glen Park,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40434_rpd,SF Rec Park,Tennis - Intermediate Live Ball,"Live    Ball is a new format which emphasizes on court competitive drills in a fun,    fast, & exciting game format. This tennis course is not for the entry    level beginning player.",2025/11/01 12:00:00 AM,2025/12/20 12:00:00 AM,Sa,14:00:00,15:00:00,sfrecpark.org/register,True,,ROCHAMBEAU PLGD,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,250 25th Ave @ Lake St,(415) 831-2700,,37.784844000001,-122.484559500002,POINT (-122.4845595 37.784844),Outer Richmond,1.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
137690_sfpl,SF Public Library,Activity: Chinese Calligraphy and Chess Games,"Enjoy a relaxing afternoon of self-guided practice in Chinese calligraphy, Chess, Chinese checkers and Go.從書法自習, 西洋棋, 象棋, 波子棋,及圍棋遊戲的樂趣中來享受一個輕鬆的下午吧。",2026/01/10 12:00:00 AM,2026/01/10 12:00:00 AM,,14:00:00,15:30:00,https://sfpl.org/events/2026/01/10/activity-chinese-calligraphy-and-chess-games,False,,Visitacion Valley,https://sfpl.org//sites/default/files/2025-12/26450.png,Library Events,All Ages,Asian,,,,201 Leland Avenue,415-355-2848,vvamgr@sfpl.org,37.712520000001,-122.407780500002,POINT (-122.4077805 37.71252),Visitacion Valley,10.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
95431_sfpl,SF Public Library,Storytime: For Toddlers,Playtime to follow storytime.,2025/12/17 12:00:00 AM,2025/12/17 12:00:00 AM,,11:00:00,11:30:00,https://sfpl.org/events/2025/12/17/storytime-toddlers,False,,Visitacion Valley,https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,201 Leland Avenue,415-355-2848,vvamgr@sfpl.org,37.712520000001,-122.407780500002,POINT (-122.4077805 37.71252),Visitacion Valley,10.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41013_rpd,SF Rec Park,Drop-in: Baseball - Bay Sox Speciality Clinic,"The    philosophy of the Bay Sox Girls Baseball      Program is to encourage the healthy growth      and development of the athlete through a      program of sports, competitions and teamwork      while representing basic values of respect, compassion, and support for    each other.  Each clinic will offer introductions to throwing, catching, hitting and other beginner game play.",2026/02/07 12:00:00 AM,2026/02/07 12:00:00 AM,Sa,14:00:00,15:30:00,sfrecpark.org/register,False,,KIMBALL Park,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens; Teens,,,Girls,,Steiner St/Ellis St/O'Farrell,(415) 831-2700,,37.782153000001,-122.434173000002,POINT (-122.434173 37.782153),Western Addition,5.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41100_rpd,SF Rec Park,Level 3,"This class builds on the skills learned in Levels 1 and 2. Participants learn to swim the front crawl and elementary backstroke at rudimentary proficiency levels and are introduced to the scissors and dolphin kicks. Participants learn the survival float and increase the time duration for treading water. Participants also learn the rules for headfirst entries and begin to learn to enter the water headfirst from a seated position at poolside (if the water is 9 feet deep or deeper). On successful completion of Level 3, participants have achieved basic water competency in a pool environment. Prerequisite: Successful completion of Level 2. Children must be 48 to participate.  Registration is limited to one swim class per participant.",2026/01/10 12:00:00 AM,2026/03/07 12:00:00 AM,Sa,09:00:00,09:30:00,sfrecpark.org/register,True,,HAMILTON SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens; Teens; TAY,,,,,1900 Geary Blvd,(415) 292-2008,,37.784394000001,-122.435082000002,POINT (-122.435082 37.784394),Japantown,5.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
125999_sfpl,SF Public Library,Activity: North Beach Walking Tour,"Explore the culture and history of San Francisco’s Little Italy, where early immigrants in the 1910s established the authentic Italian character that…",2025/12/20 12:00:00 AM,2025/12/20 12:00:00 AM,,10:30:00,12:30:00,https://sfpl.org/events/2025/12/20/activity-north-beach-walking-tour,False,,North Beach,https://sfpl.org//sites/default/files/2025-10/25313.png,Library Events,TAY (Ages 18-24),,,,,850 Columbus Avenue,415-355-5626,nbemgr@sfpl.org,37.802601000001,-122.413284000002,POINT (-122.413284 37.802601),North Beach,3.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
123551_sfpl,SF Public Library,Performance: Terry Riley at 90: A Piano Celebration,To celebrate the 90th birthday year of composer…,2025/12/21 12:00:00 AM,2025/12/21 12:00:00 AM,,14:00:00,15:30:00,https://sfpl.org/events/2025/12/21/performance-terry-riley-90-piano-celebration,False,,Main Library,https://sfpl.org//sites/default/files/2025-12/26226.png,Library Events,TAY (Ages 18-24),,,,,100 Larkin Street,415-557-4400,info@sfpl.org,37.779354000001,-122.415871500002,POINT (-122.4158715 37.779354),Tenderloin,5.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
138790_sfpl,SF Public Library,Storytime: For Preschoolers,"Books, songs, fingerplays and more for ages 3–5.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…",2026/01/06 12:00:00 AM,2026/01/06 12:00:00 AM,,11:00:00,11:30:00,https://sfpl.org/events/2026/01/06/storytime-preschoolers-2,False,,Bayview/Linda Brooks-Burton,https://sfpl.org//sites/default/files/topics/StorytimeforPreschoolers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,5075 3rd Street,415-355-5757,baymgr@sfpl.org,37.732491000001,-122.391328500002,POINT (-122.3913285 37.732491),Bayview Hunters Point,10.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
136871_sfpl,SF Public Library,Storytime: For Babies,Playtime to follow storytime.,2026/01/05 12:00:00 AM,2026/01/05 12:00:00 AM,,10:15:00,10:45:00,https://sfpl.org/events/2026/01/05/storytime-babies-1,False,,Visitacion Valley,https://sfpl.org//sites/default/files/topics/StorytimeforBabies.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,201 Leland Avenue,415-355-2848,vvamgr@sfpl.org,37.712520000001,-122.407780500002,POINT (-122.4077805 37.71252),Visitacion Valley,10.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
133669_sfpl,SF Public Library,Workshop: Painting with Felicia Gabaldon,"Create your own artwork using acrylic paints, led by local artist Felicia Gabaldon. Take home a unique painting using Gabaldon's images as…",2026/01/16 12:00:00 AM,2026/01/16 12:00:00 AM,,16:00:00,17:00:00,https://sfpl.org/events/2026/01/16/workshop-painting-felicia-gabaldon,False,,Ingleside,https://sfpl.org//sites/default/files/topics/FirstPersonIndigenousandNativePeoplesInterest.jpeg,Library Events,"Children/Pre-Teens (Ages 5-13), Teens (Ages 13-18), Children/Pre-Teens (Ages 5-13)",,,,,1298 Ocean Avenue,415-355-2898,ingmgr@sfpl.org,37.724058000001,-122.456290500002,POINT (-122.4562905 37.724058),West of Twin Peaks,7.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41025_rpd,SF Rec Park,Aquatics - Preschool Swim,"This level continues to focus on building more comfort and enjoyment in the water using songs, games and play. While introducing more structured play in the areas of bobbing, breath control, floating, gliding and kicking on front and back, in addition to arm rotations and other elementary skills. Children ages 3 and under are required to wear swim diapers while in the pool. The ratio is 1 adult per child. Swim classes are limited to one class per person per session.",2026/01/24 12:00:00 AM,2026/03/07 12:00:00 AM,Sa,10:30:00,11:00:00,sfrecpark.org/register,True,,BALBOA SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Toddlers; Children,,,,,51 Havelock Ave,(415) 337-4701,,37.726730858996,-122.442626256383,POINT (-122.442626256 37.726730859),Outer Mission,11.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40667_rpd,SF Rec Park,Jr. Warriors Basketball  - Minnie and Lovie - 4th Grade,"Welcome to our 25th Annual SFRPD All-City Jr. Warriors Youth Basketball League in San Francisco! Our Jr. Warriors League depends on the generosity of volunteers to provide an opportunity for our youth (Kindergarten - 8th Grade) to learn the game of basketball in a recreational, supportive, and safe environment. Each team will have league games (6 or more) and weekly practices. Jr. Warriors League games will be played on Thursdays, Fridays, or Saturdays at different Recreation Centers depending on grade level. If you are interested in becoming a coach/assistant coach, referee, or scorekeeper, you do not need to have a high level of experience in basketball. Our league offers an annual coaching clinic and experienced coaches who are more than happy to provide advice.",2026/01/06 12:00:00 AM,2026/02/24 12:00:00 AM,T,17:00:00,18:00:00,sfrecpark.org/register,True,,MINNIE & LOVIE WARD REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens,,,,,650 Capitol St @ Montana St,(415) 337-4710,,37.71619002441,-122.459037467676,POINT (-122.459037468 37.716190024),Oceanview/Merced/Ingleside,11.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41387_rpd,SF Rec Park,Baseball - SFYBL - Bronco - Bay Sox Girls,"**Registration for returning players  will open on November 5th at 10am**SF Recreation and Parks Department and SF Fire Department Flame Athletics presents the 2026 SF Youth Baseball League Spring BRONCO Division. Individual players ages 11 to 12 (based on league age guidelines) that want to sign up for a BRONCO team, can select this Practice Location/Day/Time. Fees include one practice per week, a uniform, Coach and entry into the SFYBL. If you would like to create or join an Independent Team, please go to sfybl.com and click on Sign Up Information for instructions.",2026/03/05 12:00:00 AM,2026/05/14 12:00:00 AM,Th,18:00:00,19:00:00,sfrecpark.org/register,True,,CROCKER AMAZON PLGD,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens; Teens,,,Girls,,700 Moscow St @ Italy St,(415) 337-4708,,37.716615000001,-122.431491000002,POINT (-122.431491 37.716615),Excelsior,11.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
115329_sfpl,SF Public Library,Activity: Shut Up and Write,"Write quietly with other adults. Settle in with a brief check-in, and then hit your flow state without distractions.&nbsp;Write for up to two hours…",2025/12/29 12:00:00 AM,2025/12/29 12:00:00 AM,,13:15:00,15:15:00,https://sfpl.org/events/2025/12/29/activity-shut-and-write,False,,Potrero,https://sfpl.org//sites/default/files/2025-12/26125.png,Library Events,TAY (Ages 18-24),,,,,1616 20th Street,415-355-2822,potmgr@sfpl.org,37.760067000001,-122.397615000002,POINT (-122.397615 37.760067),Potrero Hill,10.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
129453_sfpl,SF Public Library,Storytime: For Families Bilingual in English/粵語課程 (Cantonese),"Enjoy songs, rhymes, books&nbsp;and stories in Cantonese and English. For children of all ages and their families.家庭雙語(粵語和英語)故事時間。享受歌曲、童謠、書籍和故事。…",2025/12/18 12:00:00 AM,2025/12/18 12:00:00 AM,,10:30:00,11:00:00,https://sfpl.org/events/2025/12/18/storytime-families-bilingual-englishyueyukecheng-cantonese,False,,Main Library,https://sfpl.org//sites/default/files/topics/StorytimeforFamilies.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,100 Larkin Street,415-557-4400,info@sfpl.org,37.779354000001,-122.415871500002,POINT (-122.4158715 37.779354),Tenderloin,5.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
126789_sfpl,SF Public Library,Storytime: For Toddlers,"Books, songs, movement and more. For toddlers 16 months through age 2 and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including…",2025/12/29 12:00:00 AM,2025/12/29 12:00:00 AM,,10:30:00,11:00:00,https://sfpl.org/events/2025/12/29/storytime-toddlers-3,False,,Portola,https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,380 Bacon Street,415-355-5660,pormgr@sfpl.org,37.727118000001,-122.406376500002,POINT (-122.4063765 37.727118),Portola,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
145587_sfpl,SF Public Library,Services: Homework Help,"Receive homework help in core subjects from volunteers with Saint Ignatius' Tutoring By the Bay. Space limited. Seats available first come, first…",2026/01/12 12:00:00 AM,2026/01/12 12:00:00 AM,,15:30:00,17:30:00,https://sfpl.org/events/2026/01/12/services-homework-help,False,,Ortega,https://sfpl.org//sites/default/files/topics/CommunityNeighborhood.png,Library Events,Children/Pre-Teens (Ages 5-13),,,,,3223 Ortega Street,415-355-5700,ortmgr@sfpl.org,37.751004000001,-122.498275500002,POINT (-122.4982755 37.751004),Sunset/Parkside,4.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
135048_sfpl,SF Public Library,Activity: Button Making,"Make&nbsp;your own&nbsp;unique buttons, magnets or stickers to give as gifts for the holiday season. Bring your own images or use images provided.…",2025/12/18 12:00:00 AM,2025/12/18 12:00:00 AM,,15:30:00,17:00:00,https://sfpl.org/events/2025/12/18/activity-button-making,False,,Ingleside,https://sfpl.org//sites/default/files/topics/MakeDo.png,Library Events,"Children/Pre-Teens (Ages 5-13), Children/Pre-Teens (Ages 5-13), Teens (Ages 13-18)",,,,,1298 Ocean Avenue,415-355-2898,ingmgr@sfpl.org,37.724058000001,-122.456290500002,POINT (-122.4562905 37.724058),West of Twin Peaks,7.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
39464_rpd,SF Rec Park,Adult Swim - Learning the Basics,"This class is designed to help participants gain basic aquatic skills and swimming strokes, including the front crawl, breaststroke and elementary backstroke. Participants also learn skills and concepts needed to stay safe around water, in addition to those needed to help themselves or others in an aquatic emergency.",2025/10/23 12:00:00 AM,2025/12/18 12:00:00 AM,Th,15:20:00,15:50:00,sfrecpark.org/register,True,,NORTH BEACH SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,651 Lombard St,(415) 391-0407,,37.802673000001,-122.412078000002,POINT (-122.412078 37.802673),North Beach,3.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40977_rpd,SF Rec Park,Tennis - Women's Beginning/Intermediate,"The Maunupau Method/Learning & Fun Tennis System(LAFTS) curriculum uses a progressive learning module to teach juniors to play tennis with proper technique. Deemphasizing winning in favor of learning and sportspersonship. Students can expect to learn grips, swing flight paths, stances, the art of the rally, & match play.",2026/01/06 12:00:00 AM,2026/03/10 12:00:00 AM,T,18:00:00,19:00:00,sfrecpark.org/register,True,,MOSCONE REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,1800 Chestnut St @ Buchanan St,(415) 292-2045,,37.801422000001,-122.433187500002,POINT (-122.4331875 37.801422),Marina,2.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
116866_sfpl,SF Public Library,Storytime: For Toddlers,"Books, songs, movement and more. For toddlers 16 months through age 2 and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including…",2025/12/23 12:00:00 AM,2025/12/23 12:00:00 AM,,11:00:00,11:30:00,https://sfpl.org/events/2025/12/23/storytime-toddlers-7,False,,Western Addition,https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,1550 Scott Street,415-355-5727,wsamgr@sfpl.org,37.784151000001,-122.437750500002,POINT (-122.4377505 37.784151),Japantown,5.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41110_rpd,SF Rec Park,Level 3,"This class builds on the skills learned in Levels 1 and 2. Participants learn to swim the front crawl and elementary backstroke at rudimentary proficiency levels and are introduced to the scissors and dolphin kicks. Participants learn the survival float and increase the time duration for treading water. Participants also learn the rules for headfirst entries and begin to learn to enter the water headfirst from a seated position at poolside (if the water is 9 feet deep or deeper). On successful completion of Level 3, participants have achieved basic water competency in a pool environment. Prerequisite: Successful completion of Level 2. Children must be 48 to participate.  Registration is limited to one swim class per participant.",2026/01/11 12:00:00 AM,2026/03/08 12:00:00 AM,S,09:00:00,09:30:00,sfrecpark.org/register,True,,ROSSI SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens; Teens; TAY,,,,,600 Arguello Blvd,(415) 666-7014,,37.779084000001,-122.458275000002,POINT (-122.458275 37.779084),Lone Mountain/USF,1.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
136023_sfpl,SF Public Library,Activity: Gentle Yoga with Daniela,"This is a gentle yoga class for all ages and experience levels. We'll move mindfully and slowly to soothe the nervous system, stretch the body and…",2026/01/10 12:00:00 AM,2026/01/10 12:00:00 AM,,10:00:00,11:00:00,https://sfpl.org/events/2026/01/10/activity-gentle-yoga-daniela,False,,Mission Bay,https://sfpl.org//sites/default/files/topics/HealthWellness.jpg,Library Events,TAY (Ages 18-24),,,,,960 4th Street,415-355-2838,mbamgr@sfpl.org,37.775376000001,-122.393110500002,POINT (-122.3931105 37.775376),Mission Bay,6.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
133177_sfpl,SF Public Library,Film: Harry Potter and the Sorcerer&#039;s Stone,"Watch <a href=""https://sfpl.bibliocommons.com/v2/record/S93C2936336"">Harry Potter and the Sorcerer's Stone</a> during winter recess. Snacks provided…",2025/12/29 12:00:00 AM,2025/12/29 12:00:00 AM,,14:00:00,16:30:00,https://sfpl.org/events/2025/12/29/film-harry-potter-and-sorcerers-stone,False,,Excelsior,https://sfpl.org//sites/default/files/2025-09/24955.png,Library Events,"Children/Pre-Teens (Ages 5-13), Children/Pre-Teens (Ages 5-13), Teens (Ages 13-18)",,,,,4400 Mission Street,415-355-2868,excmgr@sfpl.org,37.727028000001,-122.433246000002,POINT (-122.433246 37.727028),Outer Mission,11.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
106254_sfpl,SF Public Library,Storytime: For Families,Space limited. Tickets available on a first come&nbsp;basis at the entrance to the children's room starting at 10:00am.,2026/01/10 12:00:00 AM,2026/01/10 12:00:00 AM,,10:00:00,10:30:00,https://sfpl.org/events/2026/01/10/storytime-families,False,,Bernal Heights,https://sfpl.org//sites/default/files/topics/StorytimeforFamilies.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5), Families with children below 18 years old",,,,,500 Cortland Avenue,415-355-2810,bhemgr@sfpl.org,37.738917000001,-122.416168500002,POINT (-122.4161685 37.738917),Bernal Heights,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41227_rpd,SF Rec Park,Rec and Parkour - All Girls,"Parkour builds physical and mental strength using only your environment and body so that you can move more quickly, confidently, and creatively. This class utilizes indoor and outdoor environments to teach the fundamentals or gives you a space to sharpen them if you already have a little experience. All you need is athletic shoes and a bottle of water.",2026/02/20 12:00:00 AM,2026/03/13 12:00:00 AM,F,16:00:00,17:00:00,sfrecpark.org/register,True,,SUNSET REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens,,,Girls,,2201 Lawton St @ 29th Ave,(415) 242-1070,,37.757223000001,-122.486683500002,POINT (-122.4866835 37.757223),Sunset/Parkside,4.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
102819_sfpl,SF Public Library,Storytime: For Babies,"Songs, rhymes and books for infants and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…",2026/01/14 12:00:00 AM,2026/01/14 12:00:00 AM,,11:30:00,12:00:00,https://sfpl.org/events/2026/01/14/storytime-babies-0,False,,West Portal,https://sfpl.org//sites/default/files/topics/StorytimeforBabies.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,190 Lenox Way,415-355-2886,wpomgr@sfpl.org,37.741365000001,-122.466163500002,POINT (-122.4661635 37.741365),West of Twin Peaks,7.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
126264_sfpl,SF Public Library,Activity: Journal Hour,"Relax and unwind from the day and doodle, draw or journal your worries away.&nbsp;For ages 8–17.&nbsp;",2025/12/19 12:00:00 AM,2025/12/19 12:00:00 AM,,16:00:00,17:00:00,https://sfpl.org/events/2025/12/19/activity-journal-hour,False,,Bernal Heights,https://sfpl.org//sites/default/files/2025-09/24829.png,Library Events,"Children/Pre-Teens (Ages 5-13), Teens (Ages 13-18), Teens (Ages 13-18)",,,,,500 Cortland Avenue,415-355-2810,bhemgr@sfpl.org,37.738917000001,-122.416168500002,POINT (-122.4161685 37.738917),Bernal Heights,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40640_rpd,SF Rec Park,Basic Black and White Film Development,Learn    the basics of black and white film development. In this quick workshop    students will be taught how to properly process their black and white film.    35mm and 120 film development will all be explained. Students must bring in a    black and white roll of film ready for development. There are no    prerequisites and beginners are encouraged to sign-up. No class time will be    spent in the darkroom and color film development will not be addressed in    this course. Photo Center Orientation is required for darkroom.,2026/03/05 12:00:00 AM,2026/03/05 12:00:00 AM,Th,18:00:00,20:30:00,sfrecpark.org/register,True,,HARVEY MILK PHOTO CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,50 Scott St,(415) 554-9522,,37.769499000001,-122.434623000002,POINT (-122.434623 37.769499),Haight Ashbury,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41302_rpd,SF Rec Park,Ballet,"This class    is designed for adult dancers of all abilities. Students will continue to    strengthen their ballet technique with exercises and combinations aimed to    improve alignment and balance, strengthen muscles, and increase flexibility.    Prior ballet experience is recommended.",2026/01/08 12:00:00 AM,2026/03/12 12:00:00 AM,Th,11:00:00,12:00:00,sfrecpark.org/register,True,,HARVEY MILK CENTER FOR THE ARTS,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,50 Scott St,(415) 554-8742,,37.769499000001,-122.434623000002,POINT (-122.434623 37.769499),Haight Ashbury,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
39516_rpd,SF Rec Park,Drop-in: Pickleball,Pickleball is a fast-paced and challenging sport that can provide hours of fun and excitement for players of all skill levels. Come drop in to play the fastest growing sport in America.,2025/09/03 12:00:00 AM,2026/01/02 12:00:00 AM,"W,F",10:30:00,13:00:00,sfrecpark.org/register,False,,HAMILTON REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,1900 Geary Blvd (@ Steiner St),(415) 292-2111,,37.784299993787,-122.434608965383,POINT (-122.434608965 37.784299994),Japantown,5.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41350_rpd,SF Rec Park,Drop-in: Table Tennis,"Drop-In    Table Tennis is designed for players to work on their skills & meet new    opponents for a match. We have 3 tables available, bring your own paddles or    borrow ours.",2026/01/06 12:00:00 AM,2026/03/10 12:00:00 AM,T,16:00:00,18:15:00,sfrecpark.org/register,False,,RICHMOND REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,All Ages,,,,,251 - 18th Ave,(415) 666-7020,,37.783215000001,-122.477976000002,POINT (-122.477976 37.783215),Outer Richmond,1.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40561_rpd,SF Rec Park,Flexion Free Pilates,"This    class is designed for individuals who have been advised to exercise with    little spinal motion, and is appropriate for all fitness levels. Pilates    exercises help to strengthen muscles and increase range of motion, balance    and stability.",2026/01/08 12:00:00 AM,2026/02/26 12:00:00 AM,Th,10:00:00,11:00:00,sfrecpark.org/register,True,,EUREKA VALLEY REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,100 Collingwood St,(415) 831-6810,,37.760481000001,-122.436256500002,POINT (-122.4362565 37.760481),Castro/Upper Market,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41437_rpd,SF Rec Park,Baseball - SFYBL - Shetland T-Ball - Pandas,"**Registration will open on November 12th at 10am** SF Recreation and Parks Department and SF Fire Department Flame Athletics presents the 2026 SF Youth Baseball League Spring SHETLAND T-BALL Division. Individual players ages 4 to 6 (based on league age guidelines) that want to sign up for a SHETLAND T-BALL team, can select this Practice Location/Day/Time. Fees include one practice per week, a uniform, and entry into the SFYBL. We are seeking Parent Volunteers to step in as Head Coach, Assistant Coaches, and Team Parent. If you would like to create or join an Independent Team, please go to sfybl.com and click on Sign Up Information for instructions.",2026/03/04 12:00:00 AM,2026/05/13 12:00:00 AM,W,16:30:00,17:30:00,sfrecpark.org/register,True,,VISITACION VALLEY PLGD,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Toddlers; Children,,,,,251 Leland Ave,(415) 831-2700,,37.712808000001,-122.408676000002,POINT (-122.408676 37.712808),Visitacion Valley,10.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
134452_sfpl,SF Public Library,Workshop: Guitar Instruction,"Take a free guitar lesson. Learn to play chords, songs and melodies. For ages 12–18. Space limited. Reservations required: (415) 355-5660 (Starting…",2025/12/18 12:00:00 AM,2025/12/18 12:00:00 AM,,16:00:00,17:00:00,https://sfpl.org/events/2025/12/18/workshop-guitar-instruction,False,,Portola,https://sfpl.org//sites/default/files/2025-10/25033.jpg,Library Events,Teens (Ages 13-18),,,,,380 Bacon Street,415-355-5660,pormgr@sfpl.org,37.727118000001,-122.406376500002,POINT (-122.4063765 37.727118),Portola,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
